web-scraper-order,web-scraper-start-url,titulo,precio,habts,ban,mets
1620504662-9751,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=11,"Casa en Venta, una planta en Jurica, Qro. con Alberca, terraza y paneles solares","$19,980,000",4,7,1772
1620506418-11681,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=8,Casa en venta Jurica 3 habitaciones JGCC,"$6,200,000",3,3.5,316
1620508176-11866,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=2,Casa en residencial con vigilancia 24/7 de 750 mts2 en Jurica! JGJ,"$11,350,000",5,5,750
1620507040-11746,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=6,Venta de Exclusiva Casa  de 3 recámaras en Fraccionamiento Jurica,"$13,500,000",4,4,520
1620503756-8889,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=13,Casa en venta Jurica 5 habitaciones JGCC,"$16,500,000",5,4,780
1620508159-11863,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=2,Venta de Hermosa Casa de Una Planta en Fraccionamiento Jurica,"$7,300,000",3,5,300
1620507099-11751,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=5,"Casa en Venta en Jurica, Queretaro","$10,700,000",3,3.5,680
1620507524-11795,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=4,"CASA EN VENTA EN JURICA, QUERETARO.","$12,000,000",8,3,398
1620507930-11836,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=3,Jurica - Estrena casa. Residencial con amenidades...,"$2,877,133",3,3,140
1620503978-8911,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=12,"ARCO DE PIEDRA. Hermosa, T. 279m2, C. 324m2. 4 rec, 4 baños. Vig, 24 hrs","$7,300,000",4,4,279
1620504048-8917,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=12,"Casa HERMOSA remodelada en Venta en esquina dentro de Privada, Jurica Queretaro","$9,000,000",3,3,546
1620504038-8916,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=12,Casa en venta Jurica 5 habitaciones JGCC,"$16,500,000",5,4,780
1620508234-11875,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=1,HERMOSA CASA DE DOS NIVELES EN VENTA UBICADA EN JURICA !!,"$4,200,000",2,3,269
1620506846-11724,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=6,Hermosa residencia en venta en Jurica,"$35,000,000",4,5,2470
1620506132-11660,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=9,Casa en venta Jurica 5 habitaciones JGCC,"$11,350,000",5,5.5,920
1620503941-8907,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=12,Venta de casa en jurica,"$10,500,000",4,3,1000
1620504002-8913,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=12,"ARCO DE PIEDRA HERMOSA T. 176m2, C 220m2. 3 rec, 3.5 baños, cto Tv, Vig, 24 hrs.","$6,200,000",3,3.5,176
1620504695-9819,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=11,Casa en jurica 3 recamaras cuarto de servicio excelente jardin,"$6,199,000",4,4,264
1620506804-11719,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=6,Casa en venta en Jurica 3 recamaras con cuarto de servicio jardin amplio  YCC,"$6,200,000",3,3.5,264
1620504852-10057,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=10,Se Vende Casa de 400 Mts2 Con 4 Recamaras y 3 Baños Con Bello Jardin. Jpc,"$7,900,000",4,3,532
1620508113-11859,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=2,CASA EN VENTA JURICA,"$6,900,000",6,4,320
1620507726-11818,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=3,Casa en venta de una planta en Jurica Campestre,"$7,800,000",4,4,1000
1620508294-11887,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=1,"VENTA CASA en JURICA QUERETARO con Gran Jardin, 4 Recamaras.","$7,130,000",4,4,525
1620507245-11765,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=5,CASA EN VENTA EN JURICA DE UN NIVEL,"$7,500,000",3,2,312
1620506735-11713,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=7,Fraccionamiento Jurica Casa en Venta,"$9,100,000",4.5,8.5,1000
1620506427-11682,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=8,Casa en venta Jurica 3 habitaciones JGCC,"$3,320,000",3,2.5,210
1620504837-10047,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=10,"Casa Nueva en Arco de Piedra, Exclusiva Privada por Antea, terreno 280m","$7,300,000",3,5,280
1620507842-11828,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=3,VENTA DE HERMOSA CASA ESTILO MEXICANO EN JURICA QUERETARO,"$6,800,000",6,3,217
1620506578-11697,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=7,Casa en Jurica de 3 dormitorios y 235 mts2! RAHQRO 20-989,"$3,320,000",2,3,235
1620507137-11756,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=5,Casa - Fraccionamiento Jurica,"$15,000,000",5,4,2220
1620507001-11743,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=6,Casa en venta en Jurica,"$12,500,000",3,3,350
1620506034-11652,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=9,Casa en venta Jurica 5 habitaciones JGCC,"$16,500,000",5,6,780
1620504477-9432,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=11,En venta hermosa casa de 4 recamaras y 5 baños en jurica de 315 mts2  jpc,"$6,700,000",4,5,266
1620506713-11711,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=7,Casa de oportunidad en Jurica.,"$7,094,000",2,4,372
1620507335-11774,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=5,Jurica casa con excelente estado de conservación y 235 mts2! RCS,"$3,320,000",2,3,235
1620503643-8878,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=13,Casa remodelada en Jurica de 3 dormitorios y 445 mts2! RAHH,"$13,500,000",4,3,445
1620508015-11847,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=2,Casa en Jurica con espacios muy funcionales y buen estado de conservación! JGJ,"$3,320,000",2,3,235
1620507238-11764,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=5,Jurica Residencia con 5 recamaras todas con baño independiente y alberca 212136,"$11,350,000",5,6,920
